,GO_id,GO_name,GO_kind
424,GO:0000483,"endonucleolytic cleavage of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)",biological_process
425,GO:0000484,"cleavage between SSU-rRNA and 5.8S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)",biological_process
426,GO:0000485,"cleavage between 2S rRNA and LSU-rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)",biological_process
427,GO:0000486,"cleavage between 5.8S rRNA and 2S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)",biological_process
428,GO:0000487,"maturation of 5.8S rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)",biological_process
429,GO:0000488,"maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)",biological_process
430,GO:0000489,"maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)",biological_process
431,GO:0000491,small nucleolar ribonucleoprotein complex assembly,biological_process
432,GO:0000492,box C/D snoRNP assembly,biological_process
433,GO:0000493,box H/ACA snoRNP assembly,biological_process
434,GO:0000494,box C/D RNA 3'-end processing,biological_process
435,GO:0000495,box H/ACA RNA 3'-end processing,biological_process
436,GO:0000497,DNA template activity,molecular_function
437,GO:0000500,RNA polymerase I upstream activating factor complex,cellular_component
438,GO:0000502,proteasome complex,cellular_component
439,GO:0000504,obsolete proteasome regulatory particle (sensu Bacteria),cellular_component
440,GO:0000506,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex,cellular_component
441,GO:0000578,embryonic axis specification,biological_process
442,GO:0000700,mismatch base pair DNA N-glycosylase activity,molecular_function
443,GO:0000701,purine-specific mismatch base pair DNA N-glycosylase activity,molecular_function
444,GO:0000702,oxidized base lesion DNA N-glycosylase activity,molecular_function
445,GO:0000703,oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity,molecular_function
446,GO:0000704,pyrimidine dimer DNA N-glycosylase activity,molecular_function
447,GO:0000705,achiasmate meiosis I,biological_process
448,GO:0000706,meiotic DNA double-strand break processing,biological_process
449,GO:0000707,meiotic DNA recombinase assembly,biological_process
450,GO:0000708,meiotic strand invasion,biological_process
451,GO:0000709,meiotic joint molecule formation,biological_process
452,GO:0000710,meiotic mismatch repair,biological_process
453,GO:0000711,meiotic DNA repair synthesis,biological_process
454,GO:0000712,resolution of meiotic recombination intermediates,biological_process
455,GO:0000713,meiotic heteroduplex formation,biological_process
456,GO:0000714,meiotic strand displacement,biological_process
457,GO:0000715,"nucleotide-excision repair, DNA damage recognition",biological_process
458,GO:0000716,"transcription-coupled nucleotide-excision repair, DNA damage recognition",biological_process
459,GO:0000717,"nucleotide-excision repair, DNA duplex unwinding",biological_process
460,GO:0000718,"nucleotide-excision repair, DNA damage removal",biological_process
461,GO:0000719,photoreactive repair,biological_process
462,GO:0000720,pyrimidine dimer repair by nucleotide-excision repair,biological_process
463,GO:0000721,"(R,R)-butanediol dehydrogenase activity",molecular_function
464,GO:0000722,telomere maintenance via recombination,biological_process
465,GO:0000723,telomere maintenance,biological_process
466,GO:0000724,double-strand break repair via homologous recombination,biological_process
467,GO:0000725,recombinational repair,biological_process
468,GO:0000726,non-recombinational repair,biological_process
469,GO:0000727,double-strand break repair via break-induced replication,biological_process
470,GO:0000729,DNA double-strand break processing,biological_process
471,GO:0000730,DNA recombinase assembly,biological_process
472,GO:0000731,DNA synthesis involved in DNA repair,biological_process
473,GO:0000732,strand displacement,biological_process
474,GO:0000733,DNA strand renaturation,biological_process
475,GO:0000735,removal of nonhomologous ends,biological_process
476,GO:0000736,"double-strand break repair via single-strand annealing, removal of nonhomologous ends",biological_process
477,GO:0000737,"DNA catabolic process, endonucleolytic",biological_process
478,GO:0000738,"DNA catabolic process, exonucleolytic",biological_process
479,GO:0000739,obsolete DNA strand annealing activity,molecular_function
480,GO:0000740,nuclear membrane fusion,biological_process
481,GO:0000741,karyogamy,biological_process
482,GO:0000742,karyogamy involved in conjugation with cellular fusion,biological_process
483,GO:0000743,nuclear migration involved in conjugation with cellular fusion,biological_process
484,GO:0000744,karyogamy involved in conjugation with mutual genetic exchange,biological_process
485,GO:0000745,nuclear migration involved in conjugation with mutual genetic exchange,biological_process
486,GO:0000746,conjugation,biological_process
487,GO:0000747,conjugation with cellular fusion,biological_process
488,GO:0000748,conjugation with mutual genetic exchange,biological_process
489,GO:0000749,response to pheromone triggering conjugation with cellular fusion,biological_process
490,GO:0000750,pheromone-dependent signal transduction involved in conjugation with cellular fusion,biological_process
491,GO:0000751,mitotic cell cycle G1 arrest in response to pheromone,biological_process
492,GO:0000752,agglutination involved in conjugation with cellular fusion,biological_process
493,GO:0000753,cell morphogenesis involved in conjugation with cellular fusion,biological_process
494,GO:0000754,adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion,biological_process
495,GO:0000755,cytogamy,biological_process
496,GO:0000756,response to pheromone regulating conjugation with mutual genetic exchange,biological_process
497,GO:0000757,obsolete signal transduction involved in regulation of conjugation with mutual genetic exchange,biological_process
498,GO:0000758,agglutination involved in conjugation with mutual genetic exchange,biological_process
499,GO:0000759,obsolete cell morphogenesis involved in conjugation with mutual genetic exchange,biological_process
500,GO:0000760,adaptation to pheromone regulating conjugation with mutual genetic exchange,biological_process
501,GO:0000761,conjugant formation,biological_process
502,GO:0000762,pheromone-induced unidirectional conjugation,biological_process
503,GO:0000763,obsolete cell morphogenesis involved in unidirectional conjugation,biological_process
504,GO:0000764,obsolete cellular morphogenesis involved in pheromone-induced unidirectional conjugation,biological_process
505,GO:0000765,response to pheromone regulating pheromone-induced unidirectional conjugation,biological_process
506,GO:0000766,negative adaptation of signaling pathway by response to pheromone involved in pheromone-induced unidirectional conjugation,biological_process
507,GO:0000767,cell morphogenesis involved in conjugation,biological_process
508,GO:0000768,syncytium formation by plasma membrane fusion,biological_process
509,GO:0000769,syncytium formation by mitosis without cytokinesis,biological_process
510,GO:0000770,peptide pheromone export,biological_process
511,GO:0000771,agglutination involved in conjugation,biological_process
512,GO:0000772,mating pheromone activity,molecular_function
513,GO:0000773,phosphatidyl-N-methylethanolamine N-methyltransferase activity,molecular_function
514,GO:0000774,adenyl-nucleotide exchange factor activity,molecular_function
515,GO:0000775,"chromosome, centromeric region",cellular_component
516,GO:0000776,kinetochore,cellular_component
517,GO:0000777,condensed chromosome kinetochore,cellular_component
518,GO:0000778,condensed nuclear chromosome kinetochore,cellular_component
519,GO:0000779,"condensed chromosome, centromeric region",cellular_component
520,GO:0000781,"chromosome, telomeric region",cellular_component
521,GO:0000782,telomere cap complex,cellular_component
522,GO:0000783,nuclear telomere cap complex,cellular_component
523,GO:0000785,chromatin,cellular_component
524,GO:0000786,nucleosome,cellular_component
525,GO:0000791,euchromatin,cellular_component
526,GO:0000792,heterochromatin,cellular_component
527,GO:0000793,condensed chromosome,cellular_component
528,GO:0000794,condensed nuclear chromosome,cellular_component
529,GO:0000795,synaptonemal complex,cellular_component
530,GO:0000796,condensin complex,cellular_component
531,GO:0000798,nuclear cohesin complex,cellular_component
532,GO:0000800,lateral element,cellular_component
533,GO:0000801,central element,cellular_component
534,GO:0000802,transverse filament,cellular_component
535,GO:0000803,sex chromosome,cellular_component
536,GO:0000804,W chromosome,cellular_component
537,GO:0000805,X chromosome,cellular_component
538,GO:0000806,Y chromosome,cellular_component
539,GO:0000807,Z chromosome,cellular_component
540,GO:0000808,origin recognition complex,cellular_component
541,GO:0000809,cytoplasmic origin of replication recognition complex,cellular_component
542,GO:0000810,diacylglycerol diphosphate phosphatase activity,molecular_function
543,GO:0000811,GINS complex,cellular_component
544,GO:0000812,Swr1 complex,cellular_component
545,GO:0000813,ESCRT I complex,cellular_component
546,GO:0000814,ESCRT II complex,cellular_component
547,GO:0000815,ESCRT III complex,cellular_component
548,GO:0000817,COMA complex,cellular_component
549,GO:0000818,nuclear MIS12/MIND complex,cellular_component
550,GO:0000819,sister chromatid segregation,biological_process
551,GO:0000820,regulation of glutamine family amino acid metabolic process,biological_process
552,GO:0000821,regulation of arginine metabolic process,biological_process
553,GO:0000822,inositol hexakisphosphate binding,molecular_function
554,GO:0000823,"inositol-1,4,5-trisphosphate 6-kinase activity",molecular_function
555,GO:0000824,inositol tetrakisphosphate 3-kinase activity,molecular_function
556,GO:0000825,inositol tetrakisphosphate 6-kinase activity,molecular_function
557,GO:0000826,obsolete inositol pyrophosphate synthase activity,molecular_function
558,GO:0000827,"inositol-1,3,4,5,6-pentakisphosphate kinase activity",molecular_function
559,GO:0000828,inositol hexakisphosphate kinase activity,molecular_function
560,GO:0000829,inositol heptakisphosphate kinase activity,molecular_function
561,GO:0000830,inositol hexakisphosphate 4-kinase activity,molecular_function
562,GO:0000831,inositol hexakisphosphate 6-kinase activity,molecular_function
563,GO:0000832,inositol hexakisphosphate 5-kinase activity,molecular_function
564,GO:0000833,inositol heptakisphosphate 4-kinase activity,molecular_function
565,GO:0000834,inositol heptakisphosphate 6-kinase activity,molecular_function
566,GO:0000835,ER ubiquitin ligase complex,cellular_component
567,GO:0000836,Hrd1p ubiquitin ligase complex,cellular_component
568,GO:0000837,Doa10p ubiquitin ligase complex,cellular_component
569,GO:0000838,Hrd1p ubiquitin ligase ERAD-M complex,cellular_component
570,GO:0000839,Hrd1p ubiquitin ligase ERAD-L complex,cellular_component
571,GO:0000900,"translation repressor activity, mRNA regulatory element binding",molecular_function
572,GO:0000901,"translation repressor activity, non-nucleic acid binding",molecular_function
573,GO:0000902,cell morphogenesis,biological_process
574,GO:0000903,obsolete regulation of cell shape during vegetative growth phase,biological_process
575,GO:0000904,cell morphogenesis involved in differentiation,biological_process
576,GO:0000905,sporocarp development involved in asexual reproduction,biological_process
577,GO:0000906,"6,7-dimethyl-8-ribityllumazine synthase activity",molecular_function
578,GO:0000907,sulfonate dioxygenase activity,molecular_function
579,GO:0000908,taurine dioxygenase activity,molecular_function
580,GO:0000909,sporocarp development involved in sexual reproduction,biological_process
581,GO:0000910,cytokinesis,biological_process
582,GO:0000911,cytokinesis by cell plate formation,biological_process
583,GO:0000912,assembly of actomyosin apparatus involved in cytokinesis,biological_process
584,GO:0000913,preprophase band assembly,biological_process
585,GO:0000914,phragmoplast assembly,biological_process
586,GO:0000915,actomyosin contractile ring assembly,biological_process
